envios,ventas
704,418
1759,836
1913,836
814,352
308,220
1078,352
1056,396
462,88
704,220
990,374
924,374
220,110
836,264
1078,374
1012,308
308,44
572,132
594,176
1232,198
836,286
176,66
286,110
594,242
814,308
440,176
286,88
110,22
396,198
748,330
550,242
176,66
110,66
594,220
528,308
484,242
176,88
132,88
330,176
418,154
220,66
396,132
374,132
22,0
264,132
374,154
176,110
176,110
220,132
22,22
528,264
484,264
264,88
374,198
198,110
176,22
660,220
792,264
330,198
88,44
594,242
374,242
440,264
484,176
44,44
550,242
462,198
572,242
682,308
88,44
418,198
550,242
528,264
528,220
44,44
528,198
682,220
792,220
616,220
462,176
330,110
506,176
594,220
550,220
242,22
704,242
440,154
418,176
242,110
286,176
330,132
22,22
418,110
220,110
154,44
352,132
110,88
22,22
506,220
418,264
572,198
44,44
528,198
484,220
594,264
528,242
66,44
462,242
374,264
682,286
374,264
66,44
572,242
396,220
572,286
396,220
88,44
440,220
2595,1232
5212,2331
2573,1210
5960,2331
3013,1188
3914,1385
2771,1056
2529,1210
3453,1275
3453,1253
3145,1253
2925,1275
3585,1144
1166,572
2507,1210
3563,1847
1056,418
1957,1034
3651,1561
1210,594
2221,1210
3585,1693
1253,440
2089,990
3541,1385
3892,1913
3936,1847
4464,1495
4596,1583
2529,880
5432,1847
2683,1012
5080,2067
2573,990
5124,2067
2243,946
4574,1979
2265,1034
5388,2089
2111,1012
4596,2045
2419,1012
5432,2111
902,220
2309,748
2045,748
3189,1188
3673,1363
4002,1539
1232,550
2001,726
1979,594
594,374
1825,638
2375,814
2331,572
2045,770
2089,660
1759,814
726,418
1539,682
1825,638
880,352
836,330
1715,682
1781,726
748,352
1012,418
1539,726
1385,594
3233,1232
1385,418
2727,946
1232,462
2595,902
880,396
2441,792
836,308
924,176
1144,396
748,132
660,396
902,550
528,132
770,396
1232,462
264,110
1232,440
506,154
572,198
528,198
506,176
594,198
528,242
264,132
418,44
88,44
286,44
66,44
550,264
924,440
616,220
66,66
264,110
1561,704
3277,1517
3189,1583
154,66
1407,704
1166,528
1957,1188
2199,1166
1078,572
374,198
330,176
440,198
44,22
220,198
682,176
440,220
660,198
110,44
418,220
330,154
264,176
154,88
264,132
286,154
22,22
352,154
396,88
330,110
352,88
264,88
22,22
242,176
286,176
198,110
198,154
220,132
22,22
506,220
330,220
418,110
264,110
66,66
88,44
88,44
154,22
418,198
352,110
308,88
132,0
22,22
44,0
748,374
638,242
132,110
704,198
110,88
726,264
594,308
286,88
550,286
242,88
770,418
726,286
242,110
770,198
396,88
748,330
528,286
418,88
660,286
286,66
22,22
2947,1275
3848,1737
2947,1473
1012,506
946,374
3255,1671
4816,2177
3497,1473
1363,594
1253,440
418,132
726,242
616,286
132,66
198,110
330,132
814,264
638,220
220,66
242,110
616,176
352,66
132,44
462,220
418,198
528,198
792,308
286,66
264,66
264,22
374,220
132,88
1034,374
660,286
176,88
660,242
242,110
66,66
396,132
330,132
462,154
462,154
352,154
1122,660
1429,880
1495,836
880,418
858,396
2089,990
2991,1166
2001,792
814,396
528,242
286,154
330,66
154,44
242,66
220,44
44,0
506,242
462,176
352,154
440,110
110,66
594,286
594,308
616,286
462,198
132,44
198,88
22,0
418,176
352,242
242,154
198,88
110,0
132,44
572,198
594,286
418,154
352,198
154,88
1407,792
1781,836
1693,814
968,396
990,396
572,308
528,330
814,330
1495,660
1671,528
704,264
176,110
484,176
198,132
1122,352
506,154
528,198
902,352
814,308
660,264
704,308
308,154
528,220
308,66
330,220
484,176
572,220
88,44
418,176
440,220
572,264
440,242
154,44
396,264
1363,374
1385,374
1188,396
1078,374
1166,396
286,176
484,286
506,220
88,66
220,132
330,176
638,308
528,242
198,66
462,154
308,176
242,198
176,110
242,132
132,132
88,22
330,154
242,198
242,88
154,88
132,110
484,132
352,154
176,88
330,110
264,88
22,22
374,110
220,110
132,110
242,132
198,110
44,0
484,242
440,198
484,198
220,88
132,44
154,66
110,22
506,176
484,176
396,198
264,110
264,44
176,44
22,0
66,0
154,66
88,22
132,66
132,0
66,44
352,66
506,242
572,198
132,66
308,110
4794,1979
2617,836
3914,1561
5872,2199
5498,2045
6355,2045
308,154
418,330
638,242
44,44
308,110
352,154
616,264
176,88
418,132
418,176
198,44
154,88
374,220
462,198
110,110
572,132
594,264
528,198
66,0
462,110
440,110
440,198
330,66
110,22
330,110
528,220
528,198
396,220
132,88
154,110
1759,616
1517,528
484,220
836,396
858,308
176,88
220,110
198,110
616,220
924,440
836,396
154,110
110,110
220,110
440,220
748,396
792,374
154,66
374,198
176,88
330,198
836,440
902,396
242,110
242,88
44,44
462,220
1034,418
660,330
88,66
484,220
286,66
1407,682
1012,418
704,374
264,88
242,88
286,88
594,220
814,484
1012,484
396,132
154,88
110,44
682,132
990,352
814,374
242,88
330,110
176,88
308,132
440,220
660,286
308,88
220,110
154,110
484,286
1210,638
1188,506
308,176
396,198
154,88
418,198
726,264
814,418
264,88
110,22
1012,132
1166,396
1034,352
308,110
242,88
374,88
66,22
110,44
440,264
330,88
396,154
198,110
506,264
594,352
506,264
418,176
154,66
198,66
22,22
6531,2331
6311,2463
6223,1891
3936,1715
5520,2441
6465,2661
1363,616
308,242
616,330
330,220
132,66
176,88
748,396
1319,814
858,506
638,308
154,110
1561,858
3035,1671
2793,1363
1561,792
638,286
1759,1078
2969,1539
2287,1319
1078,660
462,220
374,242
792,374
484,264
198,88
220,88
1913,1012
3563,1649
2837,1341
1539,726
682,286
396,242
484,308
440,264
132,44
154,88
440,242
682,308
484,264
110,88
132,88
1078,660
2815,1561
682,242
1012,726
198,66
396,242
682,352
418,264
110,88
132,66
198,132
550,242
484,198
176,66
220,110
198,110
462,242
286,198
66,44
286,132
154,110
506,264
286,198
264,66
242,132
220,88
264,110
242,66
66,44
110,44
44,44
132,66
220,88
220,88
44,44
66,44
110,44
1034,396
1693,660
1627,594
418,132
1056,374
198,110
682,264
1781,748
1539,704
110,44
1078,506
198,44
616,286
1935,638
1407,660
374,88
1100,352
286,132
198,66
264,66
176,88
154,44
66,44
88,44
1561,638
2111,968
1913,792
616,264
858,418
352,88
352,88
154,88
66,44
110,44
132,44
176,88
198,110
198,88
88,44
44,44
44,44
660,176
990,440
1078,308
154,88
330,154
176,66
660,220
1649,616
1605,440
264,132
880,242
308,132
1034,396
2133,660
1495,704
660,154
858,396
506,154
484,198
1473,616
1210,594
264,132
792,308
418,132
946,242
2045,506
1649,484
440,66
836,286
286,132
880,352
1495,638
1583,550
682,110
968,330
286,44
1385,550
3255,1012
2595,1034
330,176
1407,528
440,154
770,374
1803,638
1671,616
286,132
836,286
374,110
660,242
2199,880
1825,660
286,88
396,198
2353,902
2551,1166
1539,704
968,286
352,198
726,308
2089,814
1253,704
374,176
352,198
1056,594
2331,1012
1451,792
352,132
440,176
1759,814
2617,1188
1561,726
660,286
330,176
1693,660
3057,1122
2067,770
594,220
440,198
418,242
726,352
462,242
154,88
198,66
462,264
572,330
528,264
110,88
132,88
1034,594
1957,1275
2287,1210
990,660
374,220
638,352
528,264
110,66
132,88
330,264
528,352
330,242
110,88
110,88
352,264
616,352
352,264
110,88
154,88
418,264
506,286
528,264
154,88
132,88
352,176
462,352
330,220
88,88
110,66
1188,550
2419,1232
2749,1166
1232,506
330,264
484,352
484,264
220,66
110,66
286,220
572,352
396,264
110,88
154,66
1078,374
1737,462
1341,572
1100,374
2353,814
1803,858
616,242
1561,748
1275,528
968,286
1451,616
1825,528
814,286
1451,638
1056,550
594,308
1253,440
1122,396
550,396
1210,616
1517,572
1451,374
1451,594
2089,638
1056,374
1935,528
1671,616
814,352
1166,594
1297,528
242,66
2199,814
1210,462
858,308
2045,924
1297,440
3497,1363
1253,506
1913,946
2023,814
1253,506
3870,1407
990,396
1759,726
2111,660
1517,462
4222,1451
1144,550
2133,880
1957,682
1407,418
264,88
198,44
1671,704
2023,770
1583,550
440,198
2111,814
1210,440
1517,638
990,484
1627,814
1847,748
1100,374
3057,1363
638,418
1979,704
1913,770
1341,484
1715,462
1012,506
2551,1078
2221,1034
1253,506
1122,484
770,198
2265,968
1913,792
968,528
924,374
2045,968
1517,550
462,308
660,242
1649,968
1957,968
1232,462
2419,1275
880,462
1429,616
1210,572
726,352
154,66
1078,484
198,44
1100,594
1056,418
2243,814
66,22
1517,748
3101,1341
2221,1122
1429,506
550,176
1935,814
3145,1297
2485,1166
1341,528
506,198
1451,792
2793,1253
2155,1144
990,528
506,176
1517,836
2375,1341
2001,1078
1363,616
418,198
286,176
528,176
286,176
88,88
132,88
352,176
242,176
550,176
176,88
286,88
242,110
286,176
264,176
198,88
154,66
858,220
726,396
2067,660
198,88
726,242
1078,374
1539,550
2463,1056
4354,1671
594,198
572,176
594,220
946,330
682,242
968,440
1319,506
792,242
1188,220
1078,286
1363,330
308,132
418,132
418,154
220,110
264,110
352,88
286,132
176,88
2441,1012
2045,1034
2815,1012
2001,1012
2001,616
1627,616
2155,550
1561,660
2397,1012
3277,1275
3079,1144
2441,1034
2023,968
2749,990
2727,1012
1671,880
1693,682
2749,880
2529,836
1979,814
220,88
792,264
286,66
242,0
1737,572
2067,858
858,374
880,308
814,286
1539,528
506,154
814,242
44,22
1034,440
506,198
616,176
1012,550
484,110
528,220
1825,836
990,374
1561,550
1275,330
858,352
968,330
418,220
902,506
1649,792
1034,330
1429,616
2639,902
3695,1649
3826,1891
176,22
220,0
88,22
110,22
132,66
1144,484
2111,946
2815,1385
858,374
1517,836
2903,1188
1144,528
2287,1012
3321,1473
902,330
1803,594
2705,748
770,418
2881,726
3519,1232
1056,440
3035,770
4156,1210
2155,616
4530,1297
6202,1913
726,308
1561,638
2639,858
550,88
946,176
1275,242
638,308
242,132
770,176
220,88
638,308
638,330
660,176
132,88
1737,792
3695,1693
5674,2375
1451,748
2067,726
3541,1561
6355,2331
1561,704
1693,748
4266,1539
5960,2177
2221,770
1627,748
3870,1539
5696,2089
1737,682
748,396
2001,924
2639,1122
2111,748
3782,1495
6377,2265
946,396
2331,792
3453,1034
1803,748
3914,1671
5586,2199
2133,990
3123,1100
880,352
1407,528
660,352
2991,1188
3079,1078
968,396
2133,682
1078,286
1847,902
1715,968
990,330
1210,594
550,264
3079,1078
3782,968
880,330
1847,748
550,308
2881,1122
2749,1100
704,286
1473,704
682,374
2441,1012
3123,1078
1166,330
1781,660
880,242
1451,748
2221,902
748,242
902,550
550,242
770,308
1166,528
1737,748
462,66
198,110
198,44
308,44
198,88
6267,1913
682,220
748,220
440,154
66,22
572,154
440,154
814,220
682,110
242,22
528,198
1957,836
2375,924
2507,836
858,418
946,330
1100,418
2001,726
1957,814
2353,814
902,330
1232,440
1473,440
1495,594
1407,572
2045,858
1122,660
1319,638
2309,968
836,352
880,396
1363,550
1166,484
1825,946
3189,1297
1144,264
1957,748
3035,1012
352,154
1627,396
1473,550
1056,308
1847,682
3145,1166
924,440
2177,770
3079,1166
616,308
1539,682
2419,858
1034,264
1451,616
1363,616
748,264
902,418
2419,748
1825,748
1122,352
2199,594
858,440
1759,660
1188,528
374,154
462,286
352,132
7543,3343
5102,2507
924,440
2551,1188
1407,704
1034,506
8840,4574
20540,10094
19418,9104
4926,2375
3013,1319
3892,2155
1341,682
6509,3431
6883,3519
7367,3189
3497,1561
2067,814
1341,594
550,220
1056,440
1056,440
198,88
616,264
176,66
814,308
968,484
968,374
726,374
4706,2287
5080,2045
2419,1210
1803,748
1100,594
7433,3409
8093,3321
7345,3145
2749,1166
1363,792
880,506
4222,1781
7587,3453
5542,2397
2199,924
2419,1210
902,462
4200,2177
5872,2771
5322,2617
3651,1935
242,198
2485,1232
4816,1869
3870,1561
2529,1122
330,220
4200,2243
6004,2771
5872,2507
3738,1979
462,198
6070,2727
7499,3651
7587,3453
5586,2683
550,154
4090,1935
5652,2463
5124,2287
3431,1737
330,176
1122,616
2309,770
1100,550
638,374
1078,264
1407,440
1451,440
1429,396
792,242
308,88
418,132
990,308
2199,792
1913,770
2419,792
1319,374
1957,836
2485,726
2265,814
3013,792
2661,1144
3079,1100
1605,550
616,198
2133,704
3409,1188
3321,1144
1363,528
440,176
2155,594
4552,1253
4068,1188
1407,462
462,220
1847,792
3189,1232
2881,1188
1188,550
638,198
1319,462
1451,660
1627,550
990,352
814,242
396,110
1451,462
1363,550
1803,462
748,374
660,242
242,88
946,396
1319,572
1495,616
792,374
814,264
220,110
550,198
660,264
660,220
242,176
374,110
44,44
638,286
1012,462
1034,374
748,286
638,154
242,88
1385,374
1473,594
1561,528
1078,374
572,264
330,110
682,242
858,352
748,286
616,242
660,154
132,88
2221,902
2265,770
1056,484
1495,704
396,198
792,352
352,44
1649,770
1759,726
1737,462
1407,528
704,176
814,308
132,22
1803,880
1605,814
1188,440
1517,616
484,198
880,396
154,88
110,22
22,22
1957,814
2177,814
1649,462
1517,594
462,220
924,308
352,44
1319,550
1429,616
1539,462
1363,396
682,176
528,154
1715,572
1737,594
1451,352
1144,396
352,176
616,242
44,44
2067,902
1451,748
1078,462
2023,616
704,198
594,396
110,66
2265,880
1385,792
902,484
1253,682
550,198
726,286
242,66
2309,880
2089,748
1429,462
1297,594
638,176
858,352
352,88
1473,616
1275,550
1122,352
1166,418
242,176
704,242
44,22
8313,3980
10402,4860
10358,4442
8005,3892
660,198
4640,2045
5344,2177
6377,2353
3233,1671
660,176
4464,1869
5212,2485
5476,2243
3760,1759
484,220
1957,660
2155,660
1957,462
1649,748
6531,2837
8489,3585
8137,3365
5784,2661
308,154
6289,2419
7081,3233
6311,2661
5036,2001
374,176
902,264
880,308
748,286
374,132
220,110
638,220
748,330
638,242
286,176
264,154
462,242
594,330
660,286
374,132
440,88
462,220
594,308
594,308
308,154
198,88
1341,462
1539,550
1210,462
968,352
836,220
286,132
968,330
1473,396
1100,396
836,286
506,198
176,66
902,462
1407,572
1210,506
572,330
528,242
528,88
792,352
1429,440
1100,418
704,264
374,176
132,44
440,220
330,176
352,242
704,286
484,264
638,242
616,286
1056,418
418,220
198,132
418,198
374,286
748,330
2551,836
1078,462
3629,1210
3870,1319
6355,2419
2705,1232
1913,682
418,198
1407,418
1012,286
836,220
572,198
1012,352
616,242
352,66
110,88
440,220
1012,352
814,308
352,88
154,88
484,198
594,352
704,286
110,44
132,66
308,220
748,352
1166,286
264,44
88,66
352,220
902,308
792,264
154,66
220,66
506,66
726,264
484,176
110,44
198,66
572,220
704,286
770,286
198,88
110,88
660,198
726,308
748,264
308,88
132,88
418,176
902,330
704,220
264,66
132,88
396,220
880,308
814,264
220,66
308,88
374,66
638,220
572,220
110,44
154,88
484,220
858,220
616,264
220,110
506,154
396,176
660,242
616,220
88,44
154,66
440,154
968,352
704,264
154,66
198,66
462,176
704,352
638,264
176,66
110,44
484,220
748,352
836,330
132,66
264,66
308,198
814,308
858,264
88,88
132,66
462,220
704,352
748,242
198,88
264,88
550,264
836,506
924,330
330,110
132,44
352,198
704,286
682,242
198,88
220,22
374,176
594,308
462,264
88,22
176,66
616,220
1451,462
1078,352
242,88
572,66
924,154
1671,418
704,220
308,66
154,66
484,176
660,242
198,132
242,110
88,0
440,264
638,66
264,44
176,66
132,0
704,198
968,440
374,176
286,88
132,22
176,44
374,176
110,44
264,88
22,22
572,198
1012,308
726,264
286,66
132,66
594,198
836,286
836,242
220,88
242,66
1671,814
1517,748
2199,1056
2573,1166
924,418
858,418
1078,550
1671,814
1605,814
1385,638
1869,946
2925,1232
682,198
1847,836
44,22
286,198
1407,550
1473,616
2023,704
2353,1034
1473,462
2243,946
1803,770
2639,1012
330,154
638,418
506,176
242,66
286,132
484,110
1144,418
462,308
264,44
308,176
484,132
814,242
220,132
132,44
198,88
682,220
726,308
814,264
572,110
462,132
1078,242
1056,286
902,264
264,154
440,132
572,176
748,176
440,154
220,132
264,22
462,176
506,264
462,176
176,110
242,110
374,198
572,242
440,220
396,132
220,66
660,286
902,418
836,418
352,220
594,132
550,264
1451,594
1056,330
506,220
396,220
550,330
1188,374
968,308
550,176
330,242
528,264
748,396
858,308
352,154
396,176
88,44
22,22
88,22
440,220
792,330
924,286
330,132
264,154
682,220
946,352
990,308
330,220
264,88
704,176
902,264
946,330
396,198
374,154
594,286
1166,374
1232,374
396,154
660,176
418,220
550,264
132,22
374,154
66,22
88,44
308,176
418,176
198,66
352,132
66,0
154,66
638,176
990,264
682,198
330,66
374,88
506,198
572,264
572,176
440,198
132,66
550,220
968,330
616,110
286,132
308,176
770,308
704,396
968,418
418,176
374,66
572,330
924,308
792,286
308,154
484,176
110,22
308,88
242,132
66,44
66,22
726,220
1627,286
902,220
418,66
242,66
528,176
814,242
682,176
242,88
286,88
220,66
682,176
1297,308
638,198
242,110
374,88
242,66
440,154
682,220
396,154
264,88
154,22
110,66
528,176
704,308
616,176
264,110
220,88
176,66
484,220
1034,286
704,198
264,88
286,22
132,88
1188,308
594,220
1122,198
858,242
616,88
220,66
132,88
1034,352
1144,176
660,220
1012,198
154,88
242,88
330,66
3035,1210
2397,1100
1979,814
1781,682
638,286
704,286
2441,836
1803,616
1210,528
1232,506
418,176
462,154
3211,1253
3101,1034
2045,814
2177,748
792,264
572,220
198,110
132,88
220,22
88,66
484,154
440,154
682,154
418,88
638,220
528,88
132,22
22,22
22,0
88,44
132,110
44,0
132,44
396,154
22,22
22,0
22,0
66,44
154,66
66,0
66,0
88,44
88,44
22,0
66,44
66,22
22,0
22,0
22,22
198,66
176,110
22,0
44,0
22,0
1122,506
1363,528
330,154
1407,660
242,132
1407,550
2375,1122
1407,704
484,220
1759,726
748,396
704,220
704,374
792,352
2111,814
2617,1253
1715,946
1407,462
2573,990
1539,726
110,0
44,0
44,0
88,22
22,0
22,22
220,132
374,132
66,22
110,66
66,0
44,22
462,198
616,308
484,198
264,66
308,88
264,88
616,308
770,396
792,286
550,220
198,88
110,88
528,286
924,330
902,264
286,154
110,110
176,66
330,88
638,308
396,198
132,88
286,88
638,330
374,154
154,88
242,110
572,286
484,220
484,110
2067,748
3497,1034
2287,968
1539,638
1232,484
682,264
638,132
1144,308
638,176
836,286
440,66
330,110
528,132
1012,220
704,132
484,132
154,66
308,132
88,22
88,22
44,0
44,0
22,0
110,44
858,286
1056,198
616,110
550,154
286,22
528,110
660,198
1188,286
726,110
594,264
396,66
308,66
22,0
22,0
44,22
22,22
110,0
132,110
352,66
308,66
198,44
176,0
88,66
242,110
506,88
286,44
66,22
220,22
176,66
814,286
814,220
770,198
506,220
286,110
264,66
572,176
968,286
704,220
440,198
330,88
176,44
176,44
396,66
44,22
88,0
66,22
154,66
1627,462
2793,990
2089,946
132,110
1210,418
1385,550
2221,990
2507,946
198,110
1078,462
44,0
44,0
176,44
22,0
242,88
154,66
110,0
198,88
110,88
22,22
44,22
22,0
22,0
44,22
44,0
11018,4970
7565,3145
14140,6971
13195,6641
638,308
396,242
726,374
946,440
660,198
1539,528
902,374
484,198
264,22
396,110
286,66
66,44
726,286
1847,572
1232,396
440,154
242,66
418,154
286,110
154,22
2287,946
2573,880
1363,550
1583,704
660,220
836,352
132,88
1781,858
2221,770
1627,264
1297,616
374,176
726,286
176,88
1913,880
1935,748
1385,484
1363,616
506,176
902,374
88,44
2793,902
2507,836
1715,528
1781,726
660,264
792,396
308,88
22,0
44,0
22,22
44,22
88,0
44,0
110,22
22,0
22,0
66,22
22,0
44,0
242,66
154,44
66,22
22,22
44,22
242,66
220,110
110,22
352,154
242,110
66,0
176,44
110,0
330,88
462,176
352,66
88,0
88,44
198,44
44,44
660,198
902,352
396,88
396,44
66,22
572,110
198,44
1166,308
814,308
528,154
726,264
88,66
396,154
154,44
1100,308
682,242
990,220
990,264
242,88
396,176
154,22
242,132
374,132
374,88
198,66
110,44
154,88
484,88
154,110
198,66
154,66
352,88
396,88
220,110
132,22
132,44
704,330
990,418
1297,374
330,154
682,220
1363,374
1671,418
1210,374
330,110
880,286
1232,374
1517,484
1078,418
330,154
462,264
638,352
902,352
990,330
198,110
660,198
506,220
1012,264
660,154
176,66
682,154
44,0
132,44
88,22
44,0
990,286
2155,506
1759,418
352,154
814,220
242,132
638,308
1188,572
968,484
462,88
660,220
308,88
374,154
770,242
506,242
44,22
352,176
66,44
330,132
440,110
330,154
110,66
88,22
242,132
242,132
198,66
110,44
132,22
462,110
330,176
352,132
154,22
44,44
264,154
396,154
242,176
44,22
110,0
1825,594
1869,616
1056,330
858,242
748,374
1451,858
2133,770
616,374
1275,660
792,418
1210,462
2023,748
1078,264
396,88
550,242
220,44
1078,330
748,396
198,44
220,22
946,264
990,352
726,198
726,198
506,154
770,264
814,374
572,198
418,154
286,66
1144,352
2243,748
1319,264
528,198
814,308
1034,308
2023,682
1275,484
418,242
242,110
22,0
374,154
88,44
132,0
308,44
352,154
1188,506
594,308
264,66
638,198
1034,308
1979,572
880,308
1034,374
946,418
1869,792
2661,792
1144,396
1847,902
990,396
264,66
264,132
198,110
330,110
726,220
770,242
1100,308
1407,550
1297,330
264,88
220,66
286,132
506,264
330,110
198,110
176,66
176,88
22,22
44,22
66,44
22,0
154,88
396,176
1122,308
594,154
132,110
242,88
110,88
638,352
1605,660
1253,462
242,110
924,308
1188,418
1539,814
1517,638
418,176
792,352
594,198
924,396
1319,330
154,88
462,198
880,440
1122,374
1078,286
462,154
638,198
946,418
1188,352
990,396
440,198
660,110
1012,418
1100,396
858,352
638,220
638,154
286,0
484,110
198,66
264,22
132,0
154,22
286,154
286,176
396,132
242,110
66,22
154,44
506,176
352,242
330,154
484,132
220,88
132,44
154,66
286,22
198,88
44,22
22,0
110,0
528,154
1100,374
902,198
484,154
374,132
242,44
770,198
572,176
638,176
572,132
638,176
220,66
110,44
132,66
66,0
154,44
242,22
198,44
198,22
198,44
198,44
176,22
264,88
704,264
1583,352
1693,330
462,22
902,110
242,88
836,154
1122,352
858,220
418,154
550,110
264,66
1341,396
2001,616
1232,506
704,220
506,154
220,110
836,396
1781,638
1319,594
396,88
704,242
154,110
704,132
968,242
858,176
264,22
352,88
176,88
594,242
1297,440
792,242
242,88
616,176
154,66
638,220
594,198
748,198
330,110
484,110
528,220
880,242
814,176
418,132
330,88
374,88
770,176
748,44
440,44
242,110
396,88
1078,374
1495,352
594,264
990,264
2199,374
1671,440
176,22
924,242
1012,396
1781,770
990,286
132,22
198,88
1056,264
1957,572
1100,264
264,66
396,154
770,264
1517,462
968,220
374,132
352,132
726,176
1122,418
572,264
352,88
286,110
1253,572
1913,660
1627,396
418,198
440,154
660,154
946,396
330,154
264,110
220,44
440,176
1166,462
462,154
352,176
308,154
660,374
1166,550
726,396
308,88
198,110
1122,484
1605,814
1034,440
352,132
462,132
198,66
374,132
88,66
132,66
22,22
110,44
2177,924
3936,1034
3673,990
1561,550
1561,418
1803,572
3936,1363
1056,286
1429,528
1363,374
2045,880
3717,1122
2749,902
660,308
1429,484
2309,682
3585,1210
3826,1034
1737,440
572,176
308,154
682,220
550,110
22,22
286,88
374,88
638,220
484,198
110,66
242,88
2243,1012
2991,1341
2463,968
1297,572
1122,330
880,374
2485,1078
3299,1561
1913,1078
1034,616
924,396
726,352
1781,946
3519,1385
2749,990
1012,594
902,374
572,418
2177,594
4068,1122
3980,1188
1693,506
1979,748
3079,946
2683,638
1407,638
2023,748
2551,858
374,198
1012,418
3013,990
2397,792
2023,528
1649,594
550,198
814,418
1891,792
2903,836
3321,660
1188,352
1561,396
2529,792
2595,946
3233,968
946,374
1781,484
2067,550
3409,990
2705,748
836,352
924,154
1363,550
2045,748
1517,440
924,198
792,242
1759,506
2991,880
2353,616
880,396
814,308
462,242
2133,594
616,330
550,198
220,110
1253,440
2221,1078
3563,1517
1803,902
2573,1056
5124,2661
5432,2595
1715,814
2089,990
2925,1188
4376,1869
5234,2023
946,506
1979,858
2375,1078
5410,2353
4376,2287
1671,792
2199,946
572,264
1319,682
1451,616
792,242
484,286
484,220
286,110
154,66
286,154
88,44
374,88
154,66
616,176
572,154
242,110
242,132
132,22
220,88
44,22
682,264
330,110
110,22
330,132
132,44
132,22
506,198
550,264
660,176
154,44
110,66
110,88
792,242
418,220
220,110
198,66
374,110
88,66
330,154
132,44
286,176
440,198
220,44
66,22
44,0
88,0
44,22
110,88
528,154
66,66
286,132
198,88
1759,726
2177,682
1869,704
770,352
1232,352
1429,616
1803,880
1737,594
572,286
638,308
682,198
176,66
2529,1144
4838,2023
4970,2067
1232,616
484,220
4794,792
4970,946
2419,836
3738,682
1297,550
1319,594
990,594
2089,616
594,396
1913,814
2155,814
1671,836
1759,704
1122,396
2001,814
2177,704
1737,814
2001,880
2089,880
1825,814
968,418
1715,858
1473,660
2067,858
1781,880
1847,902
1825,902
2705,1100
3387,1232
3211,1144
2617,1056
2903,1166
3057,1210
3365,1253
2353,1253
132,66
462,176
484,154
154,88
418,264
704,352
550,286
132,88
264,88
748,264
748,352
462,264
220,88
154,88
440,176
330,154
110,88
264,88
2419,814
3255,1385
2815,1100
1517,638
682,198
1671,836
3585,1363
3277,1166
1407,638
484,176
2551,814
4200,1319
3519,1166
1583,616
792,176
1737,572
2441,924
2177,660
1363,352
638,176
1935,880
3409,1473
2947,1253
1275,616
374,220
1913,924
4200,1473
3717,1253
1825,638
484,176
1869,836
3585,1429
3189,1166
1363,704
572,198
2243,770
3870,1297
3365,1144
1627,572
462,198
110,66
396,176
264,110
220,88
682,176
198,132
528,154
352,220
220,88
242,154
440,220
506,110
220,88
132,88
242,0
44,0
44,44
22,22
44,22
308,154
44,0
66,0
22,22
22,0
154,88
2683,726
3673,1078
2441,902
3848,1232
3365,1100
3914,1275
2243,902
2947,1232
2881,1012
4574,1210
704,198
858,198
1341,374
2265,858
2617,770
2309,770
1078,308
814,286
814,286
330,110
1210,594
1495,550
726,330
946,374
616,154
506,242
242,44
374,242
1188,528
1781,748
484,198
1671,440
1627,660
682,198
858,374
1473,616
1495,396
2397,858
1451,440
2419,770
1144,616
1891,682
484,198
990,418
374,198
528,264
660,176
330,154
374,154
220,132
44,22
814,220
418,198
308,154
396,176
286,132
594,220
616,154
638,66
550,132
352,88
616,242
836,220
682,286
704,374
1737,550
2111,550
2837,594
2287,528
2639,616
2573,594
3321,682
6245,1583
3057,704
5014,1363
1473,374
2353,726
4420,1144
1210,330
2573,792
3804,1034
528,264
1561,462
2507,704
1166,396
2529,858
3431,1297
1605,506
2881,1034
4068,1605
462,220
1100,440
1495,682
1759,594
3475,1253
5542,1891
2111,1122
6223,2793
132,66
1034,462
528,176
2397,594
4662,1232
4772,1078
2287,528
506,264
594,308
550,220
220,88
242,88
484,264
704,330
484,242
154,88
264,88
572,242
858,352
594,242
132,88
110,88
286,154
638,352
616,330
396,154
44,22
44,0
1539,814
1715,770
2221,990
352,154
1737,682
33251,16911
18231,9852
15262,7367
33690,16911
36615,19264
418,220
506,308
704,176
66,66
176,22
22,22
4750,2551
9302,4222
6465,3145
1451,660
396,264
880,286
484,220
132,66
198,88
946,396
2221,814
1012,418
198,88
242,110
154,88
924,440
1825,836
836,418
220,110
198,44
198,88
902,396
1935,792
1144,440
154,110
198,110
264,44
638,330
1385,616
572,132
198,110
242,66
154,110
660,396
1869,814
1122,418
176,110
176,110
242,88
770,418
1715,836
748,418
110,110
264,88
154,110
902,330
1803,572
484,242
154,88
154,22
154,110
748,396
2001,792
1188,308
242,110
264,88
242,88
594,308
1935,858
660,440
132,88
352,88
220,110
550,352
2133,836
1122,418
418,110
154,110
264,110
550,220
792,330
528,176
220,110
132,110
9478,4332
132,66
484,220
836,286
506,220
2749,1166
286,88
3782,1825
264,88
484,176
1012,308
594,220
176,110
198,88
4618,1627
352,88
1649,880
6311,2573
2947,1122
748,286
858,264
2265,1144
1781,946
1407,528
4926,2639
528,198
1979,1232
418,176
1451,858
2023,792
836,462
5080,2617
506,176
4332,2265
2353,1232
1737,770
1495,704
1188,484
1056,638
418,176
572,352
66,66
2045,1232
2177,1078
